title,reviewer,travel_root,text,flight_type,rating,travel_date,reviewed_Date,Legroom_rating,Seat comfort_rating,In-flight Entertainment,Customer service,Value for money,Cleanliness,Check-in and boarding,Food and Beverage
Great Crew & Flight.,Shaffiabel🇬🇾🇧🇧🇺🇸,New Delhi - Bhubaneswar,"We booked a connecting flight from Del - Bbsr after flying in from Jfk. Everything was done through Air India's website. We had excellent service from the crew, the plane left Delhi on time & we arrived in Bbsr a few mins early. Would definitely recommend.",Domestic,5.0,February 2024,3 March 2024,3.0,3.0,3.0,5.0,5.0,5.0,5.0,5.0
Airline scam,Ashwat S,Thiruvananthapuram (Trivandrum) - Abu Dhabi,"Dear Team,

Thank you for reaching out . I would like to report an incident chain that took place with me and my mum when I travelled from TRV to AUH.

Tickets were booked and there was nothing mentioned that it would be via CCJ as you can see in the ticket attached which clearly shows that it is a 4 hour and 10 minutes flight.Moreover, even when we did the online check in and get the original boarding pass from the airport, nothing was mentioned that the flight was flying via CCJ.

In additional to all this, there was no announcement made in the flight regarding the flight destination,duration and ETA while taking off from TRV. The only time we found out was when the crew announced that the flight is landing in CCJ.

All this chaos and the airline staff had no decency to announce that the flight is going via CCJ.We were supposed to land AUH by 10:30pm on Feb25th UAE time but for your benefit and at our cost the flight landed on Feb 26th, 00:50am causing a delay of 2 hours and 20 minutes which is clearly not acceptable .

Also, chat with TIA is clearly not a feasible option.

Your actions will lead to a huge loss of customers for you if you continue to conceal information this way 

Thanks,
Ash
(+971508373478)",International,3.0,February 2024,2 March 2024,1.0,1.0,1.0,1.0,1.0,3.0,2.0,3.0
Always prefer Indigo over this,Adventure42063454846,Bengaluru - New Delhi,"Delayed flight, no leg room space, people cramped up like ants without ac on board.
Worst deboarding protocol.
Air India express gave me a headache, most annoying and frustrating experience.",Domestic,3.0,February 2024,1 March 2024,1.0,1.0,1.0,2.0,1.0,4.0,2.0,3.0
Bad experience,FarAway41261735041,Mumbai - Bengaluru,"Worst service ever.
Flight delay no communication from Team,
Worst behaviour from employee.
Inside flight full of mosquito.
Disappointed travel",Domestic,1.0,March 2024,1 March 2024,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
Worst service of refund,Muffi C,Dubai - Mangalore,Never ever travel in this airline very worst service even if u cancel your flight soon after booking they will not refund your money either they will solve your problem just avoid traveling in such a worst ever airline . People are just blood suckers and airline is blood sucker and money eater,International,1.0,February 2024,28 February 2024,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
It ranks as the worst I've ever encountered,Natasa D,Bengaluru - Pune,"My recent flight experience was absolutely dreadful. It ranks as the worst I've ever encountered. It all began with misinformation about which terminal I needed to be in. Despite being directed to Terminal 1, my flight was actually departing from Terminal 2, leading to a frantic rush between the distant terminals. This confusion resulted in me missing my flight entirely.

Upon being rebooked, I was shocked to discover that I was expected to pay double the original fare. This, despite the fact that my checked luggage, which should have been included, had been forgotten. It was an unnecessary hassle, particularly considering I was already dealing with the inconvenience of an injury and requiring wheelchair assistance.

Speaking of which, the wheelchair service I received was far from satisfactory. I found myself abandoned in crowded areas for extended periods, adding to the frustration of an already challenging situation. It took more than hour just to wait around and another to navigate through the airport.

When I sought assistance from the manager in securing access to a lounge during my lengthy layover, I was met with dismissiveness and indifference. Despite my numerous troubles, there was no sympathy or attempt to rectify the situation. Only one individual with Down syndrome was caring and professionally doing the work, among the otherwise uncaring staff.

In conclusion, my experience with this airline was a complete disaster. The combination of misinformation, extra charges, forgotten luggage, inadequate assistance, and overall rudeness from the staff leaves me with no choice but to advise against choosing this airline. It's a decision I regret and one I won't be making ever again. Avoid this airline in all costs!",Domestic,1.0,February 2024,27 February 2024,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Bad Experience.. Bad Service...Air India Express,Ashish Murarka,Bengaluru - Kochi (Cochin),Not a good experience at all . Front desk team are trained so hard to collect money from passengers for seats even at last moment when many seats are vacant... No leg room... Flight is delayed but showing on Time in the screens..,Domestic,1.0,February 2024,27 February 2024,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0
Heart touching experience,alisha C,New Delhi - Bagdogra,"I recently travelled from DEL-IXB(I5767) on 9th Feb.I loved the set of crew. They were professional & those warm welcomes with smiles on their faces were just wow.
Special thanks to Twinkle (senior cabin crew)
I asked her for Masala tea but when I was searching for my wallet to pay. I could not find it. So, I told her not to serve me ""I think I have left my wallet at the airport"".
I went on searching for my wallet within a few sec I found it.
When I asked her again for the masala tea again.  I could see, she was already making masala tea for me & she gave it to me.
I asked her do you take cash or a card? She just smiled & refused to take payment. I told her, I have found my wallet but still, she refused with her beautiful smile & asked me if i am hungry or need anything.I was like wowww.
It just touched my heart♥️.By the way it was not about the free tea.

She is a very kind person with a beautiful soul. She seriously stole my heart.She deserves that rank & she is doing her Job beautifully.
It was my First time travelling with"" Air India Express"".Overall I had a lovely & heart touching experience because of crew.
Do give my regards to your lovely set of team.They are amazing.🌹",Domestic,5.0,February 2024,26 February 2024,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
Worst Airlines,Mobile31424784221,Srinagar - New Delhi,"Due to the delay of 2 hours and 50 mins I missed my very important meeting 
Tried talking to customer care representative to reschedule my return flight but unfortunately they had no answer for my request",Domestic,3.0,February 2024,26 February 2024,2.0,1.0,1.0,5.0,1.0,3.0,N/A,N/A
Terrible!!!,Jet58853044568,Hyderabad - Bengaluru,"Worst airline ever! 3 hours of delay, no apologies to their customers, an all round pathetic experience. But then again, why do I expect anything better from a carrier that runs on “Indian” standard time. Never flying with them again",Domestic,1.0,January 2024,26 February 2024,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Very poor Experience,",nalan c,Singapore - Chennai (Madras),"Very poor Experience, no customer service, no Call Centre, Stay Away From this Flight Service, Don't Waste your Money and time.",Asia,1.0,February 2024,24 February 2024,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
An overall good experience on the flight compared to leading carrier in Indian skies,Maps01678331331,Madurai - Mumbai,"The flight was well maintained and clean 
In flight meal was of good quality and packing
Inflight and airport staff were very positive and forth coming to help. A positive attitude. This behavior is not observed on the leading domestic carrier of India. 
The flight was on time for departure and arrived as per schedule",Domestic,5.0,February 2024,24 February 2024,4.0,4.0,2.0,5.0,4.0,5.0,5.0,5.0
Very very bad customer support,Excursion15499544845,Bhubaneswar - Bengaluru,We had to cancel our ticket and we dis that within 24 hours. We are supposed to get full refund as per dgca but they have penalized 50% of the amount. They absolutely don't have a customer support other than the useless bor tia. No email I'd too to contact them. Horrible customer support....,Domestic,1.0,February 2024,23 February 2024,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Horrible airline , unprofessional staff",Roam00451695178,Bengaluru - Mumbai,"I’m writing this while waiting for my flight scheduled at 2:50 AM. At 3:40 AM still there is no clarity. The staff clueless and keep announcing new boarding time every 15 minutes. Surprisingly all other airlines are running as per schedule, this is the only one with issue.",Domestic,1.0,January 2024,23 February 2024,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Biggg Fraud.. stay away from them,Shikhar j,Gwalior - Bengaluru,"I was flying from Gwalior to Bengaluru. 
1.  Issue started when I was doing web check in. I selected the seats while booking the tickets and got the confirmation too. While doing the web check-in, there was an option for VIP seats. Just out of curiosity, I clicked that link to know price of upgrade. Instantly, they put the price tag on ticket and showing INR 4200 pending and I have to pay them to get the boarding pass. On their web check-in portal, there is no option go back or cancel the upgrade. Once you click it, you have to pay it. I thought, I will get the boarding pass from the counter, but shockingly, counter staff got rude that i have to pay the remaining amount otherwise they will cancel the ticket. They even said that i have done the partial payment while booking the ticket. I mean WTF man, how can someone do the partial payment on your portal, like pay 70% now and rest 30% at counter. Is it like a LALA company or what. What a big SCAMMERSS.

2. Anyways, after all these ruckus, I got the best seats they have to offer, front row seats etc etc. On their portal, they mentioned complementary drinks and food for VIP ticket holders. I asked for food and drinks, they again said, I have to pay for food or drinks and order that separately. SCAMMMMM. I paid INR 4200 just for a seat upgrade for 2 hours flight and they are now serving food either. 

stay away. What kind of scam model they are creating here. Not sure what is TATA group doing here??",Domestic,1.0,February 2024,21 February 2024,5.0,5.0,1.0,1.0,1.0,3.0,1.0,1.0
Waiting for improvement,VeedonFleece,Sydney - New Delhi,"My recent experience with Air India on a flight from Sydney to New Delhi left much to be desired. Despite the efforts of the staff within their limitations, the overall journey felt like a chaotic ordeal.

The cleanliness standards fell short, with staff seemingly clocking off well before the flight’s conclusion, compromising the end-to-end customer experience. The Head Air Steward appeared preoccupied with Business Class passengers, leaving the rest of us wondering about his effectiveness, and some lady fashionably dressed in an ankle length red dress, for  the same time. Not sure what her role was, sleeping during a 12 hr flight?

Additionally, the state of the toilets deteriorated rapidly throughout the flight.

Entertainment options were promising, with a selection of superb films, but unfortunately, technical issues plagued the system, rendering it unusable after repeated resets.

Communication from the Captain was minimal, with only a brief introduction at the beginning and silence until announcing landing preparations. His apparent prioritization of business class passengers further highlighted a lack of consideration for all travelers.  He made sure he was off the flight with them. Sort of guy you would not like to have been on the Titanic.

Despite these shortcomings, Air India may be the only direct option for travel to New Delhi from Sydney, leaving passengers with little choice. Overall, I hope for improvements in the airline’s service and infrastructure to enhance the travel experience for all passengers in the future.",International,3.0,February 2024,19 February 2024,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Worst experience,Anchal S,Bengaluru - Hyderabad,"AirIndia Express: Delightful 8 AM start for a 2:20 flight, three reschedules, no need for extra coffee after a perfectly wasted day! Bravo for living up to the name!",Domestic,1.0,February 2024,19 February 2024,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Terrible flight delays,Dream03543743921,Mumbai - Bengaluru,Terrible terrible delays has been the story of this airline. Delay has happened with this flight for the third time now in last 2 months. Never fly with this airline or else you will end up wasting your next day.,Domestic,1.0,January 2024,18 February 2024,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Terrible I call,Freedom58840469273,Bengaluru - Lucknow,"I never wrote any experience review before though I started traveling and year ago never faced this kinda situation that a co passenger disturbed too much even after giving notice to the person, travelling from Bangalore to Lucknow (connecting flight from Lucknow to Delhi) mine was like seat 27D and co passenger is 28D who's sitting next to me continuously hitting the back , unable to lean back and sit properly (fortunately it's delayed twice during boarding and landing too)",Domestic,5.0,February 2024,17 February 2024,2.0,1.0,1.0,5.0,2.0,5.0,5.0,5.0
Kolkata airAsia staff members should be fired and will file a case with airline soon the way they treated us with a infa,Sushanta J,Kolkata (Calcutta) - Bhubaneswar,"I had a recent travel on 16th Feb 2024 from Kolkata to bbsr with an infant baby, they did not allow us to do priority boarding with baby. Kolkata staff members are so poor in airline policy and low profile holder , where they dont know the rules with baby and luggage policy. Never ever travel with such airlines and God will punish Kolkata staff members , the way they treated us in airport with an infant.",Domestic,1.0,February 2024,17 February 2024,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Worst service,OnAir54179588688,Singapore - Chennai (Madras),"Worst service 
Airline staff never respect or response to the customer  
Flight time changed - not notified the passage properly. 
Waited 3 to 4 hrs to get response from the airline staffs.",Asia,1.0,February 2024,17 February 2024,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Always late,Safari07422939808,Bengaluru - Kozhikode,"Always late and no proper updates. Even after tata taking over nothing has changed. If there is an alternate option, use it. Else, you can't do anything about it anyway",Domestic,2.0,February 2024,16 February 2024,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Double Payment for Dinner Dinner,Pioneer35856693089,Kolkata (Calcutta) - Bengaluru,"While flying, I paid Rs.300 in cash  for one cup of chicken biriyani as the card machine didn't accept the payment, apparently. Later, I realized that the same amount got deducted from my card account also. My request for refund remained pending till date.",Domestic,1.0,February 2024,16 February 2024,3.0,3.0,N/A,3.0,3.0,3.0,3.0,1.0
Worst baby of Air Asia and Air India,Amir R,Ranchi - Bengaluru,This airline brings out the worst of air Asia and air India . Stay 50 miles away from this airline. Their customer service is un reachable and will re direct you to a useless ai bot tia.,Domestic,1.0,January 2024,14 February 2024,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0
"Weird baggage policy, only one allowed both for check-in and cabin, irrespective of weight.",rahulpaul86,Bengaluru - Kolkata (Calcutta),"Arrogant staff. They have weird baggage policy. For check-in baggage only 1 luggage is allowed, same for cabin baggage, only 1 is allowed irrespective of the weight.",Domestic,1.0,January 2024,13 February 2024,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
One of the Worst experience of international flight,NorthStar25902437501,Amritsar - Dubai,One of the Worst experience of international flight.. domestic is far better than this .. I don't recommend this to anyone.,International,1.0,February 2024,13 February 2024,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Absolutely abysmal service!! Do not use this airline!,Susan C,Jaipur - Goa,"We booked the flight from Jaipur to Goa, which advised would have a stop over at Delhi airport, where we would stay on the plane along with our luggage and then proceed down to Goa. ( This was also confirmed at check in) The flight was delayed but that was ok. When we arrived at Delhi we were told to get off the plane, no reason was given for this. Our luggage was lost for over four hours and eventually when it was found, we were told to go to the air India  express booth to get another ticket to get to Goa. Luckily there were three other people that were in the same situation as us and as they spoke the local language they helped us, but without their help i really do not know what we would have done. We eventually arrived in Goa 26 hours later than we should have done. The flight should have only taken us 2 hours 45 minutes! We were never told as to why the flight was cancelled at the Goa end and when i have contacted Air India express via telephone was lied to in regards to a refund/compensation for the delay. I am still waiting on a response to an email request for the same which is now over 18 days old. Absolute abysmal customer service and support. Do not use this airline. I would have given a 0 if i was able to.",Domestic,1.0,January 2024,12 February 2024,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Worst experience in baggage rule,GrandTour39943543206,Visakhapatnam - Bengaluru,"Their luggage policy is Awful. Weighted laptop bag along with carry in bag and forcefully asked me to pay Rs.2500 for 5kg laptop and bag weight. They added to bag to cabin Since they can't charge for cabin. Very illogically treated.
I never experienced to weigh laptop in my 25 years of travel.
Airline just want to stole the money in all different ways",Domestic,1.0,January 2024,12 February 2024,3.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0
Worst flight experience in last 5 years,Global50358556200,Bengaluru - Mumbai,"One of the worst experiences I have had in a flight. Flight time is 11:20pm, got a delay mail of 40mins ( start time 12:00am ) but bording started 12:30. Reached at 2:30am instead of 1:05am. Now waiting for last 50mins on belt to get my checkin bag. MMT taxi driver is calling from last 40 mins.

Air india express has beaten spice jet and go air in the worst flight experience for me.",Domestic,1.0,January 2024,11 February 2024,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Horrible and illetrate ground staff,Coastal18888779111,Abu Dhabi - Kochi (Cochin),Horrible ground staff taking revenge against passengers and thinking we are going free and she is working in a market and illetrate too,International,1.0,January 2024,11 February 2024,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0
Worst experience,Climber58489206568,Srinagar - Bengaluru,"Hey everyone out here,
I would strongly recommend to not fly with air India express because I have got a bad experience with this flight.

Well let me explain how it is bad….
Had a great long one week vacation trip to a special destination and had booked a return tickets to banglore from air India express,
Well my flight timing was 1:30pm and another connecting flight was at 9:30pm but this guys turned out to be worst because every flight had a delayed of minimum 4 to 5 hours and return there was no compensation except one apology message in regards to the delay update after which no one bothers to listen to there clients and behave worst.
I have spent all my day and night to just reach Bangalore imagine how irritated iam at this point of time .

I recommend to all not to fly with this air bus for not ending up into this situation.",Domestic,1.0,February 2024,11 February 2024,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
A Pleasant Flight,Pradeep M,Bengaluru - Pune,"We flew on 01/02/24. Ground staff were helpful. Our checkin was done was Krushika and Desmond who is a Supervisor. They were both polite, courteous & helpful.
Flight was smooth. At arrival our luggage arrived soon.
The vegetarian meal ( Idli/Upma) was less than satisfactory & should be improved.",Domestic,4.0,February 2024,11 February 2024,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Worst airline to travel with,Explore29381190275,Ranchi - Bengaluru,Would never suggest anyone to take this airline if can get any other airline at the same price and time. Most of the time received terrible services by staff. They never follow the same policy. They charge their passengers for unnecessary reasons and never try to cooperate. Worst airline to travel with.,Domestic,1.0,February 2024,11 February 2024,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Works experience,Compass30240602102,Bengaluru - Hyderabad,"Hi , as I was traveling to Hyderabad from Bangalore and I was at boarding before 1 hour and one of the staff dint let us board because there was only 55min. It was really bad that staff wasn't even ready to listen nor to talk because it was not his money , it was customer money and it's not gonna be refunded.
There were many people who came back without boarding , i just wanna say Air India express please have some basic humanity and decency to listen to people and guide them. Not everybody will travel for vacation some off will travel to for emergency purpose.",Domestic,1.0,February 2024,10 February 2024,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Good Service good Staff,Getaway45082244015,New Delhi - Bengaluru,My journey was Amezing.specially ground staff are very helpful. Good hospitality and good service.i enjoyed a lot .i recommend to always choose Air India Express,Domestic,5.0,December 2023,8 February 2024,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
Don’t choose this airlines ever. I can’t trust if it’s lead by TATA,Navneet Singh Ghura,Hyderabad - Bengaluru,If you want to reach some place on time never ever think to opt for this airlines. It’s not at all punctual. They reschedule not only flight but boarding gate as well. There information system is also poor. Gate change update is not sent via any message which other airlines do. I used this airlines twice and experience for both of the times was same: HORRIBLE.,Domestic,1.0,February 2024,7 February 2024,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0
Flight delayed and wait at airport around 8-10 hours without any refreshments or compensation,Trupti,Hyderabad - Pune,"I have traveled with my family (with 6 years old kid) from Hyderabad to Pune via Bangalore. First flight rescheduled, again it delayed, hence connecting flight BNG-PUN left before we land at Bangalore airport. Fortunately, this flight (traveled from HYD to BNG flight) was going to Pune so normally expected that we should directly go to Pune on this flight. But ground staff not allowed and asked us to leave the flight. We walk around 1 hours to know about next action then finally the provided another flight which was after 6 hours. That 6 hours was terrible for us because we need some rest and my daughter want to slip. Airline now provides any lounge or refreshments or not any compensation for the same. This was the worst experience which we faced with the Air India Express Airline. With all this, how we can consider or recommend to someone to choose while future travelling?",Domestic,2.0,February 2024,6 February 2024,3.0,3.0,1.0,2.0,1.0,4.0,1.0,2.0
This airline disgusts me everytime.,Kunal Dwari,Mumbai - Lucknow,"Air India Express continues to disappoint with its consistently abysmal performance. Pathetic seems to be the apt term to describe my experience with this airline. Having traveled with them eight times, I can attest that punctuality is a foreign concept to them. Every single flight was delayed, with no exceptions. The cabins were often smelly, and the service left much to be desired. To add insult to injury, their check-in app is unreliable, causing further inconvenience to passengers. Smooth landings? Forget about it. None of the flights I took with them had a smooth touchdown. And as if to add insult to injury, the delays were never minor – almost invariably extending to a frustrating 2.5 hours or more. My advice: steer clear of Air India Express unless you have a masochistic streak or an abundance of patience to spare.",Domestic,1.0,January 2024,6 February 2024,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Poor service,Travel13551237373,Bhubaneswar - Bengaluru,"In a single PNR, three passengers were traveling, and we had two bags weighing 43 kg each. They requested me to redistribute the contents of the bags to make each bag weigh 15 kg. I was uncertain about the rationale behind this request, but they insisted. So, I rearranged the contents, ensuring that each bag weighed exactly 15 kg. Afterwards, they received the bags.",Domestic,1.0,February 2024,5 February 2024,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Pathetic, non-co-operative airlines!!!",Paradise47614542838,Mumbai - Lucknow,"Pathetic, non-co-operative airlines!!!
They are short of staff/pilots and they can cancel the flight any time even after providing you the boarding pass!

I was travelling from mumbai to lucknow on 23rd jan, flight time was 11:35pm, firstly they delayed the flight by an hour with giving any proper justification , and they kept on delaying the flight till 2 Am morning after that they cancelled the flight saying bad weather.
Fortunately, at the same time another flight was going to lucknow from mumbai.
particularly, air india express was facing bad weather while other flights flying to north were not facing bad weather issues.

the best part is they did not offered any help, no reschedules, Infact, I have still not recieved the refund.

requesting the viewers/ readers not to choose such flight. they basically trap by  showing low fares and at last they cancel the flights, then u beg for your own money. for sure no international trips, if you want ur travel to be perfect, choose any other airlines.",Domestic,1.0,January 2024,5 February 2024,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Timing and Service,Passenger61614986750,Bhubaneswar - Bengaluru,One of worst flight AIE it's daily becoming late never gous on time so don't be bilive on AIE for timing and service also not well very congested at inside the flight so better to choice other flights this is my last journey with Air India Express .👎👎👎,Domestic,1.0,February 2024,5 February 2024,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Terrifying experience with Air India airlines,Jyoti B,Srinagar - Mumbai,"It was terrifying experience we had with Air India Express on 5th Feb24. We were traveling from Srinagar to Mumbai but we had connecting flight from Delhi. The flight got delayed for 6 hours from it's scheduled time due to which we missed out next connecting flight from Delhi to Mumbai because of all messages of Air India Express team. Inspite of their mistakes, no one was ready to take a responsibility of providing next flight to Mumbai. I would suggest no one should travel by Air India at all.",Domestic,1.0,February 2024,5 February 2024,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
WEBCHEKING IS VERY POOR,Roam58629013223,Bhubaneswar - New Delhi,During web checking if you mistakenly select any other seat it ll by default taking that seat no & asking for extra charge even if u back & in airport the air india express staff also can't edit & asing for extra money.The thing is if someone select one seat & he didn't pay for that seat how u ll assume he ll pay extra money for that,Domestic,1.0,February 2024,5 February 2024,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Worst Experience Ever,Ajmal Asaraf,Doha - Kochi (Cochin),"I recently booked a flight for my wife from Doha to Cochin, and I regret to inform you that she had an extremely unpleasant experience. The air conditioning was inadequate, the seating was uncomfortable, and there were noticeable jerks during the flight, causing her distress to the extent of fearing a potential crash. Despite being a frequent air traveler, this was her first distressing encounter with any airline. We pay for a superior travel experience, and it is disheartening that the airline did not ensure passenger comfort. Regrettably, we have decided not to choose Air India Express for future travel and will not recommend it to others. We request, at the very least, consideration for the ticket fare we paid.",International,2.0,January 2024,5 February 2024,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0
Worst ever airline,Kaushiki B,New Delhi - Guwahati,"My flight was at 4:35 am, i reached at the we checking counter at around 3:15 am, the staff specifically the manger of the ground staff was so rude she was shouting and yelling that I am late by 2 mins also she didn't even let the we checking happen. With me there were around 10+ more people who weren't allowed to board.",Domestic,1.0,January 2024,4 February 2024,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Worst experince ever,Excursion17394736560,Surat - New Delhi,"I m frequent flyer in Air India and Indigo. This is one of the worst experince to travel in Air India Express. Ground staff at airport is very un professional Forced to pay as cabin luggage weight was just 7.1 kg ask me put laptop bag in Luggage . 
very unprofessional while scanning and in case of asking for any support",Domestic,2.0,February 2024,4 February 2024,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Never again in Air India express if possible.,Inspire64760199948,Hyderabad - Kochi (Cochin),"Such a terrible experience. Lack of resources to manage, such as passenger carriers etc. Late departures and complete inefficient airlines.",Domestic,1.0,February 2024,3 February 2024,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Bad bad bad,Road14460188719,Guwahati - Goa,Worst experience. Delays everywhere. Never travelling again with them. Verycrappy  service.  My brother had a flight which got delayed by 5hours with a connecting flight which he missed. Worst travel experience.,Domestic,1.0,February 2024,2 February 2024,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
An airline that knows their customer,Soumya P,Bengaluru - Kochi (Cochin),"The airport staff Aman Arora was very very helpful in me getting my check in and cabin baggage transported and for all kinds of logistics around the airport. It was such a pleasant surprise to run into great service, worth it for me to leave a blazing review for this person and the airline",Domestic,5.0,December 2023,2 February 2024,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Unhelpful, unfriendly, useless. Perfect advertisement for Indian culture",Jamshid K,Sharjah - Mumbai,"My travel agent never told me that this airline requires a visa to board for just transiting India. Well when I tried fix this snd get a visa, the ground manager was so unhelpful and rude that I decided then snd there never to fly this airline, visit India or buy products from there. He wanted me to wait 2 days at the airport for a visa. Just to transit. My old boss is friends with Modhi. I might just get HIM involved. Do I caught a taxi and flew Emirates",International,1.0,February 2024,1 February 2024,N/A,N/A,N/A,1.0,1.0,N/A,1.0,N/A
Worst airline in delay,Vrinda M,Dubai - Mumbai,Worst airline in delay they don’t take care of customer and there is no proper reason why flight is delay please don’t take this flight instead of give some extra bucks to other airline and go with that,International,1.0,February 2024,31 January 2024,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Always late,Venture15975123552,Goa - New Delhi,"Wrost experience Air India express is always late .

There staff don't tell what's the reason that flight got delayed 
I am traveling 2 nd time from goa to delhi from Air India express , wrost flight",Domestic,1.0,December 2023,31 January 2024,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Time delay,Trail58733979464,Bengaluru - Pune,"We expected a excellent air line under Tata ….but delayed  indefinite , unprofessional staffs .. Air India should learn to value of time . Will try to avoid air India , nor refer anyone",Domestic,1.0,December 2023,31 January 2024,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Worst service,Daydream07938133957,New Delhi - Bhubaneswar,Worst flight experience. The service provide by their staff at the baggage drop is pathetic. The flight got delayed and it was a horrible experiences. Would never book a flight from AirIndia Express,Domestic,1.0,January 2024,31 January 2024,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Worst experience... Worst and disgusting airlines... Don't book this flight if u have any emergency works...,Climber10771498532,Bengaluru - Hyderabad,Worst experience I have never faced in any other airlines... Suddenly they will change the flight timings without any information... Almost flight delayed for 2 and half hour... I will never suggest to any one to book the flight.... Such a disgusting airlines worst airlines...,Domestic,1.0,January 2024,31 January 2024,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Worst experience,Trek42786563940,Ranchi - New Delhi,Cancelled the flight and not yet received any refund money from them. Don't have courtesy to revert on coustomer query. Not going to travel with this anymore 👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎,Domestic,1.0,January 2024,31 January 2024,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Worst Website and worst staff,Road01914143749,Jaipur - Bengaluru,"Worst airline, website never work and staff is very rude .. their employees Vinit Kumar and Deepak Singh miss behaved and communicated wrong about the baggage rules. They don't handle check In baggage properly it got damaged. They don't even use UPI and card machine was not charged.",Domestic,1.0,January 2024,29 January 2024,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Worst flight,Wanderer29948275752,Bengaluru - New Delhi,"Horrible customer care , bad service and unsupportive staff. Plus the flight was delayed multiple times.  They were asked to reschedule the flight because of my previous experience and was assured that it won't be necessary and I won't miss my connection but surprise! surprise! , I was stuck. at the airport. Their AI is horrendous.",Domestic,1.0,December 2023,28 January 2024,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Pathetic experience,Passenger66744450793,Mumbai - Bengaluru,Delayed not even informed what happened don't have courtesy to revert on coustomer query. Not going to travel with this anymore,Domestic,1.0,January 2024,28 January 2024,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
So much better than expected,Christian T,Chennai (Madras) - Thiruvananthapuram (Trivandrum),"I almost didn't book the ticket with Air India Express because of all the bad reviews here.
But they were the only ones whose departure time perfectly suited my calendar. So I booked. 
Everything went smooth and nice. A cheap price. Departing on time. Kind and forthcoming people working for Air India. Arriving 10 minutes earlier than announced. 
All around a very good experience.",Domestic,5.0,December 2023,27 January 2024,5.0,5.0,N/A,5.0,4.0,3.0,5.0,N/A
